200,2
201,2
202,3
210,2
211,2
212,3
221,4
230,2
231,2
232,2
300,1
301,1
302,1
310,1
311,1
312,1
313,1
314,1
321,1
500,1
501,1
502,1
503,1
504,2
511,4
520,1
521,1
522,1
531,1
600,1
601,2
602,2
611,2
612,2
613,2
615,2
616,2
620,2
621,2
622,2
701,1
711,1
721,2
731,1
741,2
751,1
761,1
762,4
771,2
781,4
800,0
801,0
802,0
803,0
804,0
